2023-12-30,16:35:00 | INFO | Running with a single process. Device cuda:0.
2023-12-30,16:35:00 | INFO | => create clip teacher...
2023-12-30,16:35:00 | INFO | => creating model: create_uni3d
2023-12-30,16:35:21 | INFO | => evaluating...
2023-12-30,16:35:31 | INFO | loaded checkpoint models/uni3dg.pt
2023-12-30,16:35:36 | INFO | The size of test data is 2468
2023-12-30,16:35:36 | INFO | [DATASET] sample out 10000 points
2023-12-30,16:35:36 | INFO | [DATASET] Open file ./data/test_dataids.txt
2023-12-30,16:35:36 | INFO | [DATASET] 9997 instances were loaded
2023-12-30,16:35:36 | INFO | The size of Scanobjnn data is 2890
2023-12-30,16:35:36 | INFO | => encoding captions
2023-12-30,16:35:53 | INFO | Test: [  0/313]	Time 16.489 (16.489)	Acc@1  37.50 ( 37.50)	Acc@3  53.12 ( 53.12)	Acc@5  59.38 ( 59.38)
2023-12-30,16:37:41 | INFO | Test: [ 10/313]	Time 11.684 (11.371)	Acc@1  43.75 ( 41.19)	Acc@3  68.75 ( 61.93)	Acc@5  71.88 ( 67.33)
2023-12-30,16:39:35 | INFO | Test: [ 20/313]	Time 11.372 (11.357)	Acc@1  46.88 ( 42.41)	Acc@3  62.50 ( 61.76)	Acc@5  62.50 ( 68.30)
2023-12-30,16:41:28 | INFO | Test: [ 30/313]	Time 11.413 (11.358)	Acc@1  40.62 ( 42.64)	Acc@3  68.75 ( 63.21)	Acc@5  78.12 ( 69.86)
2023-12-30,16:43:22 | INFO | Test: [ 40/313]	Time 11.366 (11.369)	Acc@1  46.88 ( 42.00)	Acc@3  50.00 ( 62.27)	Acc@5  59.38 ( 69.51)
2023-12-30,16:45:16 | INFO | Test: [ 50/313]	Time 11.359 (11.367)	Acc@1  31.25 ( 43.01)	Acc@3  56.25 ( 62.75)	Acc@5  65.62 ( 70.04)
2023-12-30,16:47:10 | INFO | Test: [ 60/313]	Time 11.415 (11.373)	Acc@1  34.38 ( 43.55)	Acc@3  59.38 ( 63.01)	Acc@5  68.75 ( 70.13)
2023-12-30,16:49:04 | INFO | Test: [ 70/313]	Time 11.376 (11.377)	Acc@1  50.00 ( 43.44)	Acc@3  68.75 ( 63.12)	Acc@5  75.00 ( 70.29)
2023-12-30,16:50:58 | INFO | Test: [ 80/313]	Time 11.372 (11.376)	Acc@1  46.88 ( 42.98)	Acc@3  65.62 ( 63.31)	Acc@5  75.00 ( 70.56)
2023-12-30,16:52:51 | INFO | Test: [ 90/313]	Time 11.403 (11.375)	Acc@1  50.00 ( 43.44)	Acc@3  65.62 ( 63.26)	Acc@5  71.88 ( 70.50)
2023-12-30,16:54:46 | INFO | Test: [100/313]	Time 11.407 (11.381)	Acc@1  46.88 ( 43.19)	Acc@3  71.88 ( 63.55)	Acc@5  84.38 ( 70.76)
2023-12-30,16:56:39 | INFO | Test: [110/313]	Time 11.357 (11.380)	Acc@1  56.25 ( 43.81)	Acc@3  68.75 ( 63.96)	Acc@5  75.00 ( 71.20)
2023-12-30,16:58:33 | INFO | Test: [120/313]	Time 11.408 (11.382)	Acc@1  46.88 ( 43.72)	Acc@3  62.50 ( 64.08)	Acc@5  62.50 ( 71.41)
2023-12-30,17:00:27 | INFO | Test: [130/313]	Time 11.369 (11.382)	Acc@1  53.12 ( 43.65)	Acc@3  71.88 ( 64.00)	Acc@5  78.12 ( 71.42)
2023-12-30,17:02:21 | INFO | Test: [140/313]	Time 11.370 (11.381)	Acc@1  43.75 ( 43.57)	Acc@3  65.62 ( 63.67)	Acc@5  75.00 ( 71.12)
2023-12-30,17:04:14 | INFO | Test: [150/313]	Time 11.359 (11.379)	Acc@1  28.12 ( 43.13)	Acc@3  46.88 ( 63.37)	Acc@5  50.00 ( 70.78)
2023-12-30,17:06:08 | INFO | Test: [160/313]	Time 11.364 (11.378)	Acc@1  43.75 ( 43.44)	Acc@3  62.50 ( 63.49)	Acc@5  71.88 ( 70.87)
2023-12-30,17:08:02 | INFO | Test: [170/313]	Time 11.368 (11.377)	Acc@1  34.38 ( 43.24)	Acc@3  50.00 ( 63.08)	Acc@5  56.25 ( 70.47)
2023-12-30,17:09:55 | INFO | Test: [180/313]	Time 11.369 (11.377)	Acc@1  46.88 ( 43.13)	Acc@3  75.00 ( 63.16)	Acc@5  84.38 ( 70.61)
2023-12-30,17:11:49 | INFO | Test: [190/313]	Time 11.415 (11.376)	Acc@1  43.75 ( 43.06)	Acc@3  62.50 ( 63.19)	Acc@5  75.00 ( 70.81)
2023-12-30,17:13:43 | INFO | Test: [200/313]	Time 11.404 (11.379)	Acc@1  50.00 ( 43.21)	Acc@3  68.75 ( 63.50)	Acc@5  78.12 ( 71.11)
2023-12-30,17:15:37 | INFO | Test: [210/313]	Time 11.371 (11.379)	Acc@1  37.50 ( 43.23)	Acc@3  56.25 ( 63.52)	Acc@5  68.75 ( 71.09)
2023-12-30,17:17:31 | INFO | Test: [220/313]	Time 11.347 (11.378)	Acc@1  37.50 ( 43.06)	Acc@3  53.12 ( 63.39)	Acc@5  65.62 ( 70.91)
2023-12-30,17:19:25 | INFO | Test: [230/313]	Time 11.455 (11.379)	Acc@1  37.50 ( 43.07)	Acc@3  59.38 ( 63.60)	Acc@5  71.88 ( 71.06)
2023-12-30,17:21:19 | INFO | Test: [240/313]	Time 11.363 (11.380)	Acc@1  56.25 ( 43.28)	Acc@3  81.25 ( 63.71)	Acc@5  90.62 ( 71.15)
2023-12-30,17:23:12 | INFO | Test: [250/313]	Time 11.357 (11.379)	Acc@1  46.88 ( 43.34)	Acc@3  84.38 ( 63.89)	Acc@5  84.38 ( 71.23)
2023-12-30,17:25:06 | INFO | Test: [260/313]	Time 11.399 (11.380)	Acc@1  56.25 ( 43.47)	Acc@3  65.62 ( 63.97)	Acc@5  71.88 ( 71.35)
2023-12-30,17:27:00 | INFO | Test: [270/313]	Time 11.368 (11.380)	Acc@1  34.38 ( 43.33)	Acc@3  56.25 ( 63.88)	Acc@5  65.62 ( 71.32)
2023-12-30,17:28:54 | INFO | Test: [280/313]	Time 11.400 (11.380)	Acc@1  37.50 ( 43.28)	Acc@3  59.38 ( 63.82)	Acc@5  78.12 ( 71.30)
2023-12-30,17:30:48 | INFO | Test: [290/313]	Time 11.428 (11.381)	Acc@1  34.38 ( 43.28)	Acc@3  50.00 ( 63.73)	Acc@5  62.50 ( 71.17)
2023-12-30,17:32:42 | INFO | Test: [300/313]	Time 11.373 (11.381)	Acc@1  50.00 ( 43.28)	Acc@3  59.38 ( 63.60)	Acc@5  68.75 ( 71.05)
2023-12-30,17:34:36 | INFO | Test: [310/313]	Time 11.340 (11.381)	Acc@1  53.12 ( 43.24)	Acc@3  71.88 ( 63.70)	Acc@5  75.00 ( 71.11)
