2023-12-30,17:47:42 | INFO | Running with a single process. Device cuda:0.
2023-12-30,17:47:42 | INFO | => create clip teacher...
2023-12-30,17:47:42 | INFO | => creating model: create_uni3d
2023-12-30,17:48:03 | INFO | => evaluating...
2023-12-30,17:48:13 | INFO | loaded checkpoint models/uni3dg.pt
2023-12-30,17:48:18 | INFO | The size of test data is 2468
2023-12-30,17:48:18 | INFO | [DATASET] sample out 10000 points
2023-12-30,17:48:18 | INFO | [DATASET] Open file ./data/test_dataids.txt
2023-12-30,17:48:18 | INFO | [DATASET] 9997 instances were loaded
2023-12-30,17:48:18 | INFO | The size of Scanobjnn data is 2890
2023-12-30,17:48:18 | INFO | => encoding captions
2023-12-30,17:48:34 | INFO | Test: [  0/313]	Time 15.757 (15.757)	Acc@1  43.75 ( 43.75)	Acc@3  56.25 ( 56.25)	Acc@5  62.50 ( 62.50)
2023-12-30,17:50:23 | INFO | Test: [ 10/313]	Time 11.541 (11.330)	Acc@1  46.88 ( 45.17)	Acc@3  71.88 ( 65.34)	Acc@5  75.00 ( 71.02)
2023-12-30,17:52:16 | INFO | Test: [ 20/313]	Time 11.374 (11.330)	Acc@1  40.62 ( 44.64)	Acc@3  59.38 ( 65.77)	Acc@5  68.75 ( 71.73)
2023-12-30,17:54:10 | INFO | Test: [ 30/313]	Time 11.386 (11.345)	Acc@1  46.88 ( 45.36)	Acc@3  68.75 ( 66.53)	Acc@5  87.50 ( 73.59)
2023-12-30,17:56:04 | INFO | Test: [ 40/313]	Time 11.363 (11.352)	Acc@1  50.00 ( 45.12)	Acc@3  62.50 ( 65.93)	Acc@5  68.75 ( 73.48)
2023-12-30,17:57:57 | INFO | Test: [ 50/313]	Time 11.362 (11.355)	Acc@1  34.38 ( 46.02)	Acc@3  65.62 ( 67.22)	Acc@5  71.88 ( 74.45)
2023-12-30,17:59:51 | INFO | Test: [ 60/313]	Time 11.367 (11.357)	Acc@1  34.38 ( 46.57)	Acc@3  59.38 ( 67.52)	Acc@5  71.88 ( 74.54)
2023-12-30,18:01:44 | INFO | Test: [ 70/313]	Time 11.344 (11.357)	Acc@1  46.88 ( 46.21)	Acc@3  75.00 ( 67.52)	Acc@5  81.25 ( 74.69)
2023-12-30,18:03:38 | INFO | Test: [ 80/313]	Time 11.352 (11.357)	Acc@1  53.12 ( 45.87)	Acc@3  68.75 ( 67.75)	Acc@5  78.12 ( 74.96)
2023-12-30,18:05:32 | INFO | Test: [ 90/313]	Time 11.352 (11.357)	Acc@1  53.12 ( 46.33)	Acc@3  68.75 ( 67.93)	Acc@5  78.12 ( 75.21)
2023-12-30,18:07:26 | INFO | Test: [100/313]	Time 11.420 (11.361)	Acc@1  46.88 ( 46.23)	Acc@3  78.12 ( 68.07)	Acc@5  84.38 ( 75.25)
2023-12-30,18:09:19 | INFO | Test: [110/313]	Time 11.371 (11.364)	Acc@1  50.00 ( 46.65)	Acc@3  68.75 ( 68.47)	Acc@5  78.12 ( 75.53)
2023-12-30,18:11:13 | INFO | Test: [120/313]	Time 11.371 (11.364)	Acc@1  46.88 ( 46.54)	Acc@3  68.75 ( 68.60)	Acc@5  71.88 ( 75.67)
2023-12-30,18:13:07 | INFO | Test: [130/313]	Time 11.357 (11.364)	Acc@1  62.50 ( 46.56)	Acc@3  75.00 ( 68.37)	Acc@5  78.12 ( 75.48)
2023-12-30,18:15:00 | INFO | Test: [140/313]	Time 11.349 (11.363)	Acc@1  50.00 ( 46.41)	Acc@3  68.75 ( 68.17)	Acc@5  75.00 ( 75.24)
2023-12-30,18:16:54 | INFO | Test: [150/313]	Time 11.421 (11.366)	Acc@1  34.38 ( 45.99)	Acc@3  50.00 ( 67.84)	Acc@5  59.38 ( 74.92)
2023-12-30,18:18:48 | INFO | Test: [160/313]	Time 11.340 (11.366)	Acc@1  50.00 ( 46.39)	Acc@3  62.50 ( 67.86)	Acc@5  75.00 ( 75.08)
2023-12-30,18:20:42 | INFO | Test: [170/313]	Time 11.350 (11.366)	Acc@1  34.38 ( 46.27)	Acc@3  53.12 ( 67.40)	Acc@5  59.38 ( 74.63)
2023-12-30,18:22:35 | INFO | Test: [180/313]	Time 11.348 (11.365)	Acc@1  56.25 ( 46.27)	Acc@3  81.25 ( 67.49)	Acc@5  87.50 ( 74.81)
2023-12-30,18:24:29 | INFO | Test: [190/313]	Time 11.390 (11.364)	Acc@1  50.00 ( 46.34)	Acc@3  68.75 ( 67.78)	Acc@5  78.12 ( 75.16)
2023-12-30,18:26:23 | INFO | Test: [200/313]	Time 11.372 (11.366)	Acc@1  53.12 ( 46.50)	Acc@3  71.88 ( 68.11)	Acc@5  84.38 ( 75.42)
2023-12-30,18:28:16 | INFO | Test: [210/313]	Time 11.359 (11.365)	Acc@1  46.88 ( 46.52)	Acc@3  53.12 ( 68.05)	Acc@5  68.75 ( 75.40)
2023-12-30,18:30:10 | INFO | Test: [220/313]	Time 11.416 (11.366)	Acc@1  43.75 ( 46.55)	Acc@3  62.50 ( 68.00)	Acc@5  75.00 ( 75.28)
2023-12-30,18:32:04 | INFO | Test: [230/313]	Time 11.353 (11.366)	Acc@1  43.75 ( 46.62)	Acc@3  62.50 ( 68.01)	Acc@5  71.88 ( 75.43)
2023-12-30,18:33:57 | INFO | Test: [240/313]	Time 11.343 (11.366)	Acc@1  53.12 ( 46.85)	Acc@3  81.25 ( 68.18)	Acc@5  90.62 ( 75.53)
2023-12-30,18:35:51 | INFO | Test: [250/313]	Time 11.348 (11.365)	Acc@1  56.25 ( 47.06)	Acc@3  81.25 ( 68.34)	Acc@5  87.50 ( 75.61)
2023-12-30,18:37:45 | INFO | Test: [260/313]	Time 11.428 (11.366)	Acc@1  62.50 ( 47.19)	Acc@3  68.75 ( 68.44)	Acc@5  78.12 ( 75.72)
2023-12-30,18:39:38 | INFO | Test: [270/313]	Time 11.356 (11.366)	Acc@1  37.50 ( 47.07)	Acc@3  62.50 ( 68.45)	Acc@5  71.88 ( 75.77)
2023-12-30,18:41:32 | INFO | Test: [280/313]	Time 11.361 (11.366)	Acc@1  43.75 ( 47.04)	Acc@3  68.75 ( 68.49)	Acc@5  81.25 ( 75.78)
2023-12-30,18:43:26 | INFO | Test: [290/313]	Time 11.415 (11.367)	Acc@1  34.38 ( 46.89)	Acc@3  62.50 ( 68.36)	Acc@5  68.75 ( 75.69)
